                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    722,                0.69124,                0.46156,                 0.9783,                0.96515,                0.98536,                0.99082,                0.91119,                0.57294,                0.38423,                0.90793,             0.00035776,             0.00035776,             0.00035776
                    723,                 0.6953,                0.48578,                0.98263,                 0.9812,                0.97872,                0.99209,                0.91289,                0.55281,                0.37393,                0.89824,             0.00035653,             0.00035653,             0.00035653
                    724,                0.68745,                0.48382,                0.99682,                0.97736,                0.98413,                0.99169,                0.91462,                0.55942,                0.37255,                0.89853,             0.00035529,             0.00035529,             0.00035529
                    725,                 0.7164,                0.49964,                0.98603,                0.98264,                0.98169,                0.99242,                0.91914,                 0.5553,                0.36702,                0.89597,             0.00035405,             0.00035405,             0.00035405
                    726,                0.71997,                0.49611,                 1.0083,                0.96951,                0.99038,                0.99177,                0.91721,                0.56464,                0.36471,                 0.9005,             0.00035281,             0.00035281,             0.00035281
                    727,                0.72753,                0.51738,                0.99993,                0.98567,                0.97267,                0.99206,                0.91122,                0.58048,                0.37384,                0.90553,             0.00035158,             0.00035158,             0.00035158
                    728,                0.68867,                0.48925,                0.99405,                0.98965,                0.98097,                0.99258,                0.90914,                0.55844,                0.36727,                0.89896,             0.00035034,             0.00035034,             0.00035034
                    729,                0.69886,                 0.4802,                0.96816,                0.96541,                 0.9927,                0.99169,                 0.9204,                0.54754,                0.36515,                 0.8935,              0.0003491,              0.0003491,              0.0003491
                    730,                0.66815,                0.47612,                0.96704,                0.99123,                0.98249,                0.99213,                0.91488,                0.56787,                0.37107,                0.90204,             0.00034786,             0.00034786,             0.00034786
                    731,                0.69502,                0.49396,                0.98698,                0.97142,                0.98638,                0.99147,                0.92587,                0.56136,                0.36777,                0.89822,             0.00034663,             0.00034663,             0.00034663
                    732,                0.65351,                 0.4513,                0.95353,                0.99028,                0.97938,                0.99209,                0.92534,                0.56713,                0.36719,                0.89416,             0.00034539,             0.00034539,             0.00034539
                    733,                0.70761,                0.48244,                 0.9855,                0.96783,                0.98958,                 0.9917,                0.92034,                0.56335,                0.36342,                0.89166,             0.00034415,             0.00034415,             0.00034415
                    734,                0.70543,                0.49315,                  1.001,                0.98765,                0.97172,                 0.9918,                0.92071,                0.53346,                0.35717,                0.88551,             0.00034291,             0.00034291,             0.00034291
                    735,                0.67321,                 0.4696,                0.97022,                0.98903,                0.97975,                0.99244,                0.92145,                0.53502,                0.35806,                0.88993,             0.00034168,             0.00034168,             0.00034168
                    736,                0.71037,                0.49049,                0.99571,                 0.9693,                0.99119,                0.99182,                 0.9138,                0.55211,                0.36857,                0.89754,             0.00034044,             0.00034044,             0.00034044
                    737,                0.70375,                0.49564,                0.98537,                0.97823,                0.98524,                0.99171,                0.91136,                0.53921,                0.36888,                0.89285,              0.0003392,              0.0003392,              0.0003392
                    738,                0.69646,                0.49798,                 0.9842,                0.97337,                0.99016,                0.99168,                0.91559,                0.53379,                0.36716,                0.88999,             0.00033796,             0.00033796,             0.00033796
                    739,                0.71138,                0.48886,                0.98076,                0.98005,                0.97658,                 0.9917,                0.92126,                0.54576,                0.37132,                0.89154,             0.00033673,             0.00033673,             0.00033673
                    740,                0.68146,                0.48093,                0.97594,                0.98631,                0.98553,                0.99237,                0.92413,                0.54546,                0.37045,                0.89108,             0.00033549,             0.00033549,             0.00033549
                    741,                0.69642,                0.47919,                0.97173,                0.98755,                0.97067,                0.99194,                0.92798,                0.53072,                0.36316,                0.88384,             0.00033425,             0.00033425,             0.00033425
                    742,                0.65226,                0.46448,                 0.9567,                0.96475,                  0.992,                0.99195,                0.92536,                 0.5295,                 0.3594,                0.88402,             0.00033301,             0.00033301,             0.00033301
                    743,                0.65936,                 0.4492,                 0.9658,                0.97384,                0.99097,                0.99193,                0.91952,                0.52809,                 0.3578,                 0.8833,             0.00033177,             0.00033177,             0.00033177
                    744,                 0.6791,                0.46531,                0.97702,                0.97687,                 0.9861,                0.99186,                0.92377,                0.54018,                0.35948,                0.88479,             0.00033054,             0.00033054,             0.00033054
                    745,                0.65421,                0.47586,                0.97021,                0.97502,                0.98751,                0.99185,                0.92354,                 0.5453,                0.35832,                 0.8873,              0.0003293,              0.0003293,              0.0003293
                    746,                0.69151,                0.47983,                0.98271,                0.97499,                0.98755,                0.99184,                0.92166,                0.54026,                0.35752,                0.89169,             0.00032806,             0.00032806,             0.00032806
                    747,                0.66617,                0.47531,                0.98191,                0.97647,                0.98671,                0.99246,                0.92443,                0.53315,                0.35542,                0.89009,             0.00032683,             0.00032683,             0.00032683
                    748,                0.70494,                0.46818,                0.99917,                0.97814,                 0.9861,                0.99162,                0.92029,                 0.5367,                0.35833,                0.88803,             0.00032559,             0.00032559,             0.00032559
                    749,                0.70005,                0.47688,                0.97974,                0.99361,                0.98277,                0.99216,                0.92007,                0.54121,                0.36665,                0.88953,             0.00032435,             0.00032435,             0.00032435
                    750,                0.69412,                0.49898,                0.97933,                0.98561,                 0.9822,                0.99248,                0.92323,                0.55805,                0.37263,                0.89421,             0.00032311,             0.00032311,             0.00032311
                    751,                0.70968,                0.49245,                0.99548,                0.98077,                0.97955,                0.99235,                 0.9287,                0.54804,                0.37084,                0.89013,             0.00032188,             0.00032188,             0.00032188
                    752,                0.66508,                0.47998,                0.97363,                0.97882,                0.97478,                0.99197,                0.93047,                0.54446,                0.36747,                0.88534,             0.00032064,             0.00032064,             0.00032064
                    753,                0.70149,                0.49811,                0.98026,                0.98362,                0.98158,                0.99245,                0.92692,                0.54454,                 0.3633,                0.88528,              0.0003194,              0.0003194,              0.0003194
                    754,                0.66969,                 0.4785,                 0.9637,                0.97706,                0.98586,                 0.9917,                0.91475,                0.55779,                0.36831,                0.89108,             0.00031816,             0.00031816,             0.00031816
                    755,                 0.6996,                0.49147,                  0.976,                0.97887,                0.98259,                0.99214,                0.91624,                0.56708,                0.36905,                0.89368,             0.00031692,             0.00031692,             0.00031692
                    756,                0.69522,                0.49079,                0.99067,                0.96937,                0.99038,                 0.9918,                0.91722,                0.56068,                0.36555,                0.88997,             0.00031569,             0.00031569,             0.00031569
                    757,                0.68975,                 0.4862,                0.97629,                0.98841,                0.97037,                0.99148,                0.91999,                0.54158,                0.36359,                0.88167,             0.00031445,             0.00031445,             0.00031445
                    758,                0.70916,                0.50274,                 1.0006,                0.98293,                0.97719,                0.99168,                0.92298,                0.53724,                0.36818,                 0.8895,             0.00031321,             0.00031321,             0.00031321
                    759,                0.69084,                0.48479,                0.97717,                0.97984,                0.97708,                  0.992,                0.91819,                0.54111,                0.36969,                  0.892,             0.00031197,             0.00031197,             0.00031197
                    760,                0.69104,                0.50137,                0.98808,                0.98813,                0.97525,                0.99199,                0.91489,                0.53864,                0.36557,                 0.8888,             0.00031074,             0.00031074,             0.00031074
                    761,                  0.696,                0.49384,                 1.0052,                0.98814,                0.98536,                0.99235,                0.91983,                0.54625,                0.36417,                0.88576,              0.0003095,              0.0003095,              0.0003095
                    762,                0.73765,                 0.5259,                 1.0156,                0.98185,                  0.983,                0.99254,                0.91501,                 0.5676,                0.37194,                0.89305,             0.00030826,             0.00030826,             0.00030826
                    763,                0.70562,                0.47921,                0.97248,                0.97793,                0.98718,                0.99202,                0.91844,                0.54252,                0.36445,                0.88675,             0.00030702,             0.00030702,             0.00030702
                    764,                0.67933,                0.46365,                0.97866,                0.97777,                0.98681,                0.99197,                0.92063,                0.53639,                0.35908,                 0.8821,             0.00030579,             0.00030579,             0.00030579
                    765,                0.71096,                0.49959,                0.97883,                0.97798,                0.98574,                0.99139,                0.92209,                0.54404,                0.36022,                 0.8858,             0.00030455,             0.00030455,             0.00030455
                    766,                0.66235,                0.47711,                0.97691,                0.97702,                0.98558,                0.99115,                0.91649,                0.54162,                0.35827,                0.88999,             0.00030331,             0.00030331,             0.00030331
                    767,                0.69028,                0.49102,                0.98138,                0.97567,                0.98478,                0.99179,                  0.916,                0.54189,                0.36034,                0.88854,             0.00030208,             0.00030208,             0.00030208
                    768,                0.66847,                0.47921,                0.96407,                0.97661,                0.98322,                0.99151,                0.91662,                0.53661,                0.36556,                0.88679,             0.00030084,             0.00030084,             0.00030084
                    769,                0.69042,                0.47222,                0.96984,                0.97365,                0.98076,                0.99178,                0.91104,                0.53951,                0.37128,                0.89077,              0.0002996,              0.0002996,              0.0002996
                    770,                 0.6768,                0.48516,                0.96742,                0.98694,                0.97176,                0.99192,                0.91761,                0.53692,                 0.3696,                0.89015,             0.00029836,             0.00029836,             0.00029836
                    771,                 0.7018,                0.48283,                0.97767,                0.99175,                0.98326,                0.99228,                0.92124,                0.54031,                0.36653,                0.89157,             0.00029713,             0.00029713,             0.00029713
                    772,                0.68399,                0.48374,                0.97659,                0.97942,                0.98638,                0.99182,                0.92163,                0.54338,                0.36357,                0.89004,             0.00029589,             0.00029589,             0.00029589
                    773,                 0.6446,                0.47698,                0.95622,                0.97924,                0.98558,                0.99184,                0.92426,                0.53552,                 0.3605,                0.88515,             0.00029465,             0.00029465,             0.00029465
                    774,                0.67472,                 0.4868,                0.96771,                0.97752,                0.98638,                0.99179,                0.92076,                0.54342,                0.36292,                0.88875,             0.00029341,             0.00029341,             0.00029341
                    775,                0.66756,                0.47071,                0.95203,                0.97541,                0.98698,                0.99181,                0.92169,                0.55392,                0.36402,                0.89171,             0.00029217,             0.00029217,             0.00029217
                    776,                0.66609,                0.45656,                0.96726,                 0.9718,                 0.9867,                0.99171,                0.92291,                0.55565,                0.36479,                0.89368,             0.00029094,             0.00029094,             0.00029094
                    777,                0.66724,                0.47258,                0.97465,                 0.9747,                0.98566,                0.99189,                0.92532,                0.55779,                0.36646,                0.89576,              0.0002897,              0.0002897,              0.0002897
                    778,                0.65356,                0.47817,                0.96929,                0.97701,                0.98638,                0.99258,                0.92559,                0.54345,                0.36077,                0.88921,             0.00028846,             0.00028846,             0.00028846
                    779,                0.65337,                0.47229,                 0.9735,                0.97739,                0.98631,                0.99255,                0.92678,                0.53893,                0.35809,                0.88605,             0.00028723,             0.00028723,             0.00028723
                    780,                0.68603,                0.46562,                 0.9698,                0.97566,                0.98613,                0.99203,                 0.9233,                0.54229,                 0.3603,                0.88687,             0.00028599,             0.00028599,             0.00028599
                    781,                0.68216,                0.48246,                  0.968,                0.97606,                0.98523,                0.99268,                0.92949,                0.54377,                0.35793,                 0.8878,             0.00028475,             0.00028475,             0.00028475
                    782,                 0.6691,                0.47732,                0.98338,                0.97634,                0.98544,                0.99207,                 0.9269,                0.53603,                0.35249,                0.88676,             0.00028351,             0.00028351,             0.00028351
                    783,                0.65736,                0.44839,                0.96244,                0.97766,                0.98606,                0.99257,                0.92761,                0.52429,                0.35213,                0.88045,             0.00028227,             0.00028227,             0.00028227
                    784,                0.65489,                0.46711,                0.98127,                0.97701,                0.98718,                0.99201,                 0.9297,                0.51996,                0.34924,                0.87678,             0.00028104,             0.00028104,             0.00028104
                    785,                0.64398,                0.45433,                0.94888,                0.97585,                0.98644,                0.99211,                0.92768,                0.51659,                0.35105,                0.87667,              0.0002798,              0.0002798,              0.0002798
                    786,                 0.6589,                0.46962,                0.95056,                0.97547,                0.98599,                0.99228,                0.93244,                0.52197,                0.35395,                0.88117,             0.00027856,             0.00027856,             0.00027856
                    787,                0.67001,                 0.4794,                0.97758,                0.97697,                0.98657,                0.99232,                0.92827,                0.52762,                0.35349,                0.88366,             0.00027732,             0.00027732,             0.00027732
                    788,                0.63699,                0.46583,                0.95987,                0.97939,                0.98568,                0.99239,                 0.9323,                0.52831,                0.35213,                0.87927,             0.00027609,             0.00027609,             0.00027609
                    789,                0.65534,                0.45688,                0.96932,                0.97814,                0.98739,                0.99236,                0.92608,                0.53688,                 0.3561,                0.88518,             0.00027485,             0.00027485,             0.00027485
                    790,                0.63803,                0.44446,                0.96452,                0.97732,                0.97223,                0.99179,                0.92662,                0.53738,                0.36352,                0.88734,             0.00027361,             0.00027361,             0.00027361
                    791,                0.64182,                0.45649,                0.96952,                0.97486,                0.96215,                0.99114,                0.92457,                0.53178,                0.36388,                0.88368,             0.00027237,             0.00027237,             0.00027237
                    792,                 0.6483,                0.45521,                0.95816,                0.98475,                0.97532,                0.99165,                0.92635,                0.52706,                0.36146,                0.87898,             0.00027114,             0.00027114,             0.00027114
                    793,                0.67309,                0.48774,                0.97959,                0.96682,                0.99038,                0.99144,                0.92484,                0.52939,                0.35847,                0.87903,              0.0002699,              0.0002699,              0.0002699
                    794,                0.66535,                0.46628,                0.95302,                0.97586,                0.98317,                0.99142,                0.92677,                0.52707,                0.35794,                0.87908,             0.00026866,             0.00026866,             0.00026866
                    795,                0.66779,                0.48275,                0.97237,                0.97648,                0.98397,                0.99168,                0.92303,                0.53368,                 0.3564,                0.88281,             0.00026742,             0.00026742,             0.00026742
                    796,                0.65099,                0.46377,                0.96371,                0.98036,                0.98237,                0.99222,                0.92291,                0.53759,                0.35623,                0.88549,             0.00026619,             0.00026619,             0.00026619
                    797,                0.65398,                0.46114,                0.97299,                0.98926,                0.97228,                0.99172,                0.91816,                0.53567,                0.35583,                0.88375,             0.00026495,             0.00026495,             0.00026495
                    798,                0.66786,                0.47327,                0.98021,                0.98902,                0.96738,                0.99194,                0.91556,                0.53539,                0.36288,                0.88348,             0.00026371,             0.00026371,             0.00026371
                    799,                0.66605,                0.46271,                0.95077,                0.98105,                0.97959,                0.99256,                0.91919,                0.53751,                0.35885,                 0.8869,             0.00026247,             0.00026247,             0.00026247
                    800,                0.67314,                0.47108,                0.97342,                0.98924,                0.97388,                0.99193,                0.92344,                0.53637,                0.35693,                0.88522,             0.00026124,             0.00026124,             0.00026124
                    801,                0.65006,                0.46298,                0.96161,                0.98676,                0.98268,                0.99237,                0.92792,                0.52667,                0.35636,                0.88002,                0.00026,                0.00026,                0.00026
                    802,                0.63048,                 0.4626,                0.94862,                0.97081,                0.98692,                0.99152,                0.92616,                 0.5397,                0.36102,                0.88523,             0.00025876,             0.00025876,             0.00025876
                    803,                0.67109,                0.45188,                0.95332,                0.96831,                0.98718,                0.99143,                   0.93,                0.53583,                0.36145,                0.88446,             0.00025752,             0.00025752,             0.00025752
                    804,                0.66701,                0.48078,                 0.9648,                0.98816,                0.98317,                0.99205,                0.92852,                0.51246,                0.35624,                0.87413,             0.00025629,             0.00025629,             0.00025629
                    805,                0.64234,                0.44909,                0.94526,                0.98486,                0.97388,                0.99119,                0.92705,                0.52223,                0.35502,                0.87846,             0.00025505,             0.00025505,             0.00025505
                    806,                0.67368,                0.48207,                0.98302,                0.98935,                0.98083,                0.99214,                  0.924,                   0.53,                0.35932,                0.88197,             0.00025381,             0.00025381,             0.00025381
                    807,                0.64291,                0.46349,                0.97286,                0.98772,                0.98099,                0.99221,                0.91889,                0.53008,                0.35763,                 0.8818,             0.00025257,             0.00025257,             0.00025257
                    808,                0.68655,                0.49419,                0.99412,                0.98582,                0.97308,                0.99166,                0.91554,                0.53025,                0.35551,                 0.8816,             0.00025134,             0.00025134,             0.00025134
                    809,                0.65012,                0.45589,                0.95461,                0.98355,                0.98402,                0.99221,                0.91941,                0.52658,                0.35219,                0.88006,              0.0002501,              0.0002501,              0.0002501
                    810,                0.65049,                0.45735,                0.97383,                0.98566,                0.97147,                0.99173,                0.92115,                0.53965,                0.35469,                0.88287,             0.00024886,             0.00024886,             0.00024886
                    811,                 0.6488,                0.44984,                0.95213,                0.96819,                0.98958,                0.99181,                0.92071,                0.53076,                0.34708,                0.87888,             0.00024762,             0.00024762,             0.00024762
                    812,                0.63236,                 0.4493,                0.96217,                0.97197,                0.98878,                0.99181,                0.92133,                0.51135,                0.34375,                0.87471,             0.00024639,             0.00024639,             0.00024639
                    813,                0.69164,                 0.4786,                0.99859,                0.99216,                0.98322,                0.99237,                0.92578,                 0.5175,                0.35027,                0.87734,             0.00024515,             0.00024515,             0.00024515
                    814,                0.68354,                0.49116,                0.98111,                0.98434,                 0.9735,                 0.9918,                0.92705,                0.51333,                0.34605,                 0.8758,             0.00024391,             0.00024391,             0.00024391
                    815,                  0.654,                0.46762,                0.96836,                0.98669,                0.97317,                0.99187,                0.92639,                0.51178,                0.34528,                0.87546,             0.00024268,             0.00024268,             0.00024268
                    816,                0.69324,                0.48563,                0.98252,                0.98913,                0.98241,                0.99259,                 0.9262,                 0.5145,                0.34895,                0.87616,             0.00024144,             0.00024144,             0.00024144
                    817,                0.67368,                 0.4799,                0.96944,                0.98915,                0.98502,                0.99258,                0.92403,                 0.5191,                0.35313,                 0.8773,              0.0002402,              0.0002402,              0.0002402
                    818,                0.67079,                0.47442,                0.95925,                 0.9888,                0.98788,                0.99264,                0.91978,                0.53185,                0.35708,                0.88642,             0.00023896,             0.00023896,             0.00023896
                    819,                0.68007,                 0.4823,                0.98536,                0.98525,                0.98556,                0.99264,                0.92577,                0.51532,                0.35283,                0.87847,             0.00023773,             0.00023773,             0.00023773
                    820,                0.68445,                0.47999,                0.95299,                0.98541,                0.97391,                0.99205,                0.92372,                0.53308,                 0.3508,                0.88521,             0.00023649,             0.00023649,             0.00023649
                    821,                0.69315,                0.49206,                  1.002,                0.98713,                0.97388,                0.99202,                0.92586,                0.52818,                0.35055,                0.88404,             0.00023525,             0.00023525,             0.00023525
                    822,                0.65424,                0.46369,                0.96043,                0.98861,                0.98165,                 0.9923,                0.92704,                 0.5097,                 0.3432,                  0.875,             0.00023401,             0.00023401,             0.00023401
                    823,                0.65574,                0.46391,                0.96642,                0.96866,                0.99028,                0.99167,                0.92194,                0.51121,                0.34303,                0.87439,             0.00023278,             0.00023278,             0.00023278
                    824,                0.67832,                0.47985,                0.97844,                0.97269,                0.98798,                0.99166,                0.93125,                0.51359,                0.34446,                0.87327,             0.00023154,             0.00023154,             0.00023154
                    825,                 0.6443,                 0.4523,                0.95637,                0.99114,                0.98283,                0.99222,                0.93101,                0.51173,                 0.3405,                0.87224,              0.0002303,              0.0002303,              0.0002303
                    826,                0.68665,                0.47082,                0.96172,                0.97617,                0.98596,                0.99144,                 0.9313,                0.53096,                0.34519,                0.87511,             0.00022906,             0.00022906,             0.00022906
                    827,                0.66727,                0.45664,                0.95305,                0.97704,                0.98441,                0.99147,                0.92914,                 0.5195,                0.34454,                0.87582,             0.00022783,             0.00022783,             0.00022783
                    828,                0.63411,                0.45171,                0.94069,                0.98094,                0.98184,                0.99236,                0.92739,                0.52107,                0.34345,                0.87599,             0.00022659,             0.00022659,             0.00022659
                    829,                0.64036,                0.45794,                0.96712,                0.97215,                0.98924,                0.99179,                0.92211,                0.52245,                0.34731,                0.87643,             0.00022535,             0.00022535,             0.00022535
                    830,                0.66427,                   0.45,                0.96187,                0.98878,                0.97246,                0.99195,                0.92511,                0.52174,                0.34499,                0.87519,             0.00022411,             0.00022411,             0.00022411
                    831,                0.66299,                0.44872,                0.97345,                0.99065,                0.97899,                0.99255,                0.92795,                0.51323,                0.34387,                 0.8727,             0.00022288,             0.00022288,             0.00022288
                    832,                0.63778,                0.45304,                0.95012,                0.99035,                0.97376,                0.99153,                 0.9308,                0.51618,                0.34503,                 0.8753,             0.00022164,             0.00022164,             0.00022164
                    833,                0.66265,                0.47121,                0.96973,                 0.9898,                0.97302,                0.99144,                0.93812,                0.50803,                0.34676,                0.86971,              0.0002204,              0.0002204,              0.0002204
                    834,                0.63584,                0.44744,                0.95119,                0.98772,                0.97305,                0.99168,                0.93973,                0.50746,                0.34879,                0.86932,             0.00021916,             0.00021916,             0.00021916
                    835,                0.63936,                0.45683,                0.97276,                0.98624,                0.97295,                0.99169,                0.94414,                0.50612,                 0.3459,                0.86948,             0.00021793,             0.00021793,             0.00021793
                    836,                0.66742,                0.46388,                0.96529,                0.98606,                0.97228,                0.99176,                 0.9376,                0.50506,                0.34152,                 0.8718,             0.00021669,             0.00021669,             0.00021669
                    837,                0.65153,                0.46479,                 1.0002,                0.99397,                0.98279,                 0.9925,                0.93354,                0.50581,                 0.3403,                0.87381,             0.00021545,             0.00021545,             0.00021545
                    838,                0.66763,                0.45844,                0.96359,                 0.9773,                0.98558,                0.99249,                0.92836,                0.51467,                0.34318,                0.87881,             0.00021421,             0.00021421,             0.00021421
                    839,                 0.6559,                0.47451,                0.96419,                 0.9764,                0.98478,                0.99246,                0.92883,                0.50948,                0.34396,                0.87617,             0.00021298,             0.00021298,             0.00021298
                    840,                0.64731,                0.44861,                0.97166,                  0.976,                0.98638,                0.99245,                0.93654,                0.50001,                0.34122,                0.87046,             0.00021174,             0.00021174,             0.00021174
                    841,                0.67709,                0.48851,                0.98776,                0.97531,                0.98638,                0.99186,                0.93276,                 0.4944,                0.34001,                0.86928,              0.0002105,              0.0002105,              0.0002105
                    842,                0.63857,                0.45758,                0.95047,                0.97754,                0.98638,                0.99249,                0.93714,                0.49871,                0.34215,                0.87079,             0.00020926,             0.00020926,             0.00020926
                    843,                0.65565,                0.47112,                0.97481,                0.98075,                0.98104,                0.99242,                 0.9356,                0.51041,                0.34378,                0.87409,             0.00020803,             0.00020803,             0.00020803
                    844,                0.68019,                0.47038,                0.97909,                0.97687,                0.98798,                0.99182,                0.93261,                0.50379,                0.34412,                0.87308,             0.00020679,             0.00020679,             0.00020679
                    845,                 0.6748,                0.47576,                0.96226,                0.97196,                0.99016,                0.99191,                0.93262,                0.49929,                0.34209,                0.87293,             0.00020555,             0.00020555,             0.00020555
                    846,                0.64865,                0.47098,                0.97482,                 0.9795,                0.98823,                0.99251,                0.93254,                0.51146,                0.34404,                0.87549,             0.00020431,             0.00020431,             0.00020431
                    847,                0.64668,                0.47084,                0.95646,                0.97625,                0.98554,                0.99254,                0.93117,                0.52136,                0.34584,                0.87852,             0.00020308,             0.00020308,             0.00020308
                    848,                 0.6409,                0.43833,                0.97258,                0.96304,                0.99308,                0.99196,                0.93617,                0.50929,                0.34093,                0.87376,             0.00020184,             0.00020184,             0.00020184
                    849,                0.66606,                0.46074,                 0.9637,                0.97252,                0.97996,                0.99255,                0.93732,                 0.5054,                0.34264,                0.87213,              0.0002006,              0.0002006,              0.0002006
                    850,                0.62276,                0.43605,                0.94774,                0.97279,                0.97775,                0.99194,                0.94095,                0.50307,                0.34444,                0.87099,             0.00019936,             0.00019936,             0.00019936
                    851,                0.66482,                0.45942,                0.97023,                0.96844,                0.98823,                0.99251,                 0.9383,                0.50411,                0.34094,                0.87131,             0.00019813,             0.00019813,             0.00019813
                    852,                 0.6193,                0.42514,                0.93331,                0.97864,                0.97683,                0.99196,                0.93493,                0.50923,                0.34034,                0.87435,             0.00019689,             0.00019689,             0.00019689
                    853,                0.65179,                 0.4627,                0.96814,                0.97445,                 0.9901,                0.99262,                0.93819,                0.51443,                0.34141,                0.87494,             0.00019565,             0.00019565,             0.00019565
                    854,                0.62965,                0.43162,                0.95019,                0.98673,                 0.9792,                0.99247,                0.93223,                0.51188,                 0.3413,                0.87523,             0.00019441,             0.00019441,             0.00019441
                    855,                0.63559,                0.45062,                0.95871,                0.98337,                0.97586,                0.99174,                0.92895,                0.50235,                0.33801,                0.87418,             0.00019318,             0.00019318,             0.00019318
